Ort	Geo	Datum	Getty	Symbol	Gender
Krefeld (neuer Friedhof)	51.317175,6.554954	1916	7005980	Priesterhände	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1916	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1916	7005980	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1916	7005980	Priesterhände	beide
Laupheim	48.231932,9.884036	1916	1040058	Magen David	Mann
Linnich	50.976984,6.264305	1916	7012579	Magen David	Mann
Mönchengladbach-Rheydt	51.168269,6.436269	1916	7004976	Magen David	Mann
Mönchengladbach-Wickrath	51.133434,6.419183	1916	1041803	Magen David	beide
Mülheim an der Ruhr	51.429799,6.902738	1916	7004909	Magen David	beide
Siegburg	50.801352,7.203499	1916	7005104	Magen David	unbekannt
Sondershausen	51.360182,10.869193	1916	1037748	Magen David	Frau
Ansbach	49.311285,10.570473	1917	7004459	Levitenkanne	Mann
Bayreuth	49.934064,11.594224	1917	7004326	Magen David	Mann
Bayreuth	49.934064,11.594224	1917	7004326	Levitenkanne	Frau
Bonn-Schwarzrheindorf	50.75727,7.105364	1917	4010239	Magen David	beide
Chemnitz	50.828331,12.889473	1917	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1917	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1917	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1917	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1917	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1917	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1917	7005951	Magen David	beide
Dillingen-Diefflen	49.369234,6.753313	1917	1038818	Priesterhände	Mann
Dinslaken	51.560917,6.723472	1917	1038827	Magen David	Mann
Dinslaken	51.560917,6.723472	1917	1038827	Magen David	Mann
Duisburg	51.417611,6.781406	1917	7004923	Magen David	beide
Erfurt	50.957207,11.038496	1917	7024031	Magen David	Frau
Erfurt	50.957207,11.038496	1917	7024031	Magen David	Mann
Heiligenhaus	51.346014,6.924709	1917	1039517	Magen David	Frau
Heiligenhaus	51.346014,6.924709	1917	1039517	Magen David	Frau
Heiligenhaus	51.346014,6.924709	1917	1039517	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1917	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1917	7005980	Magen David	beide
Laupheim	48.231932,9.884036	1917	1040058	Magen David	Mann
Laupheim	48.231932,9.884036	1917	1040058	Vanitas-Symbol	Frau
Linnich	50.976984,6.264305	1917	7012579	Magen David	Frau
Mönchengladbach	51.188645,6.428684	1917	7004975	Magen David	Frau
Mönchengladbach	51.188645,6.428684	1917	7004975	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1917	7004975	Magen David	beide
Mönchengladbach-Rheydt	51.168269,6.436269	1917	7004976	Magen David	Frau
Mönchengladbach-Wickrath	51.133434,6.419183	1917	1041803	Magen David	beide
Mülheim an der Ruhr	51.429799,6.902738	1917	7004909	Magen David	Frau
Mülheim an der Ruhr	51.429799,6.902738	1917	7004909	milit. Symbol	Mann
Mülheim an der Ruhr	51.429799,6.902738	1917	7004909	Vanitas-Symbol	beide
Neunkirchen	49.326803,7.170049	1917	1040470	Magen David	Mann
Neuss	51.194797,6.66818	1917	7004978	Magen David	Mann
Neuss	51.194797,6.66818	1917	7004978	Magen David	Mann
Schmalkalden	50.724221,10.439409	1917	7012867	Magen David	beide
Siegburg	50.801352,7.203499	1917	7005104	Magen David	unbekannt
Siegburg	50.801352,7.203499	1917	7005104	Magen David	unbekannt
St. Ingbert	49.285286,7.115439	1917	7012691	Magen David	Mann
Bad Münstereifel	50.557018,6.767275	1918	7012589	Magen David	Frau
Bayreuth	49.934064,11.594224	1918	7004326	Magen David	Mann
Bayreuth	49.934064,11.594224	1918	7004326	Magen David	unbekannt
Bingen	49.962935,7.89771	1918	7012309	milit. Symbol	beide
Bingen	49.962935,7.89771	1918	7012309	Magen David	Mann
Bornheim	50.75759,6.987414	1918	1038605	Magen David	unbekannt
Brüggen-Bracht	51.282076,6.17747	1918	7012407	Levitenkanne	beide
Chemnitz	50.828331,12.889473	1918	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1918	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1918	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1918	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1918	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1918	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1918	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1918	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1918	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1918	7005951	Rose	Mann
Chemnitz	50.828331,12.889473	1918	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1918	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1918	7005951	Magen David	Mann
Dormagen-Zons	51.122179,6.83253	1918	7004977	Magen David	Mann
Duisburg	51.417611,6.781406	1918	7004923	Magen David	Mann
Erfurt	50.957207,11.038496	1918	7024031	Magen David	Mann
Haigerloch	48.36392,8.807413	1918	1039436	Buch	Mann
Haigerloch	48.36392,8.807413	1918	1039436	Magen David	Frau
Heiligenhaus	51.346014,6.924709	1918	1039517	Händedruck	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1918	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1918	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1918	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1918	7005980	Priesterhände	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1918	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1918	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1918	7005980	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1918	7005980	Magen David	beide
Laupheim	48.231932,9.884036	1918	1040058	Magen David	unbekannt
Mönchengladbach	51.188645,6.428684	1918	7004975	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1918	7004975	Leuchter	Mann
Mönchengladbach	51.188645,6.428684	1918	7004975	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1918	7004975	Magen David	Mann
Mönchengladbach-Wickrath	51.133434,6.419183	1918	1041803	Magen David	Mann
Mülheim an der Ruhr	51.429799,6.902738	1918	7004909	Magen David	Mann
Mülheim an der Ruhr	51.429799,6.902738	1918	7004909	Magen David	Mann
Neuss	51.194797,6.66818	1918	7004978	Magen David	Frau
Saarbrücken	49.230945,6.974967	1918	7004454	Magen David	Frau
Saarlouis	49.31859,6.756415	1918	7012686	Magen David	beide
Siegburg	50.801352,7.203499	1918	7005104	Magen David	unbekannt
Tholey	49.49018,7.044039	1918	1041416	Priesterhände	Mann
Ahaus	52.077701,7.004256	1919	7005987	Magen David	Mann
Bayreuth	49.934064,11.594224	1919	7004326	Magen David	Mann
Chemnitz	50.828331,12.889473	1919	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1919	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1919	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1919	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1919	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1919	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1919	7005951	Priesterhände	Mann
Chemnitz	50.828331,12.889473	1919	7005951	Magen David	unbekannt
Chemnitz	50.828331,12.889473	1919	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1919	7005951	Magen David	Mann
Dinslaken	51.560917,6.723472	1919	1038827	Magen David	Mann
Dinslaken	51.560917,6.723472	1919	1038827	Magen David	Frau
Dinslaken	51.560917,6.723472	1919	1038827	Magen David	Frau
Dinslaken	51.560917,6.723472	1919	1038827	Magen David	Frau
Dinslaken	51.560917,6.723472	1919	1038827	Magen David	Mann
Dinslaken	51.560917,6.723472	1919	1038827	Magen David	Frau
Dormagen	51.100669,6.834092	1919	1038848	Magen David	Mann
Duisburg-Beeck	51.47468,10.624	1919	1004071	Magen David	Mann
Duisburg-Beeck	51.47468,10.624	1919	1004071	Magen David	Mann
Duisburg-Beeck	51.47468,10.624	1919	1004071	Magen David	unbekannt
Erfurt	50.957207,11.038496	1919	7024031	Magen David	Mann
Hellenthal-Blumenthal	50.489872,6.456034	1919	7213692	Magen David	Mann
Illingen	49.377735,7.060282	1919	7164715	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1919	7005980	Leuchter	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1919	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1919	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1919	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1919	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1919	7005980	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1919	7005980	Vanitas-Symbol	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1919	7005980	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1919	7005980	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1919	7005980	Magen David	Mann
Krefeld-Hüls	51.378149,6.502892	1919	1039409	Magen David	Mann
Mülheim an der Ruhr	51.429799,6.902738	1919	7004909	Magen David	unbekannt
Rüthen	51.493816,8.431921	1919	7100771	Magen David	beide
Sondershausen	51.360182,10.869193	1919	1037748	Magen David	Mann
Tholey	49.49018,7.044039	1919	1041416	Priesterhände	Mann
Bad Münstereifel	50.557018,6.767275	1920	7012589	Magen David	beide
Bad Münstereifel-Arloff	50.59517,6.800081	1920	7012589	Priesterhände	Mann
Bayreuth	49.934064,11.594224	1920	7004326	Magen David	Mann
Bingen	49.962935,7.89771	1920	7012309	Magen David	beide
Bornheim	50.75759,6.987414	1920	1038605	Priesterhände	unbekannt
Brühl	50.83361,6.907039	1920	7012417	Magen David	Mann
Chemnitz	50.828331,12.889473	1920	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1920	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1920	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1920	7005951	Magen David	unbekannt
Chemnitz	50.828331,12.889473	1920	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1920	7005951	Levitenkanne	Mann
Chemnitz	50.828331,12.889473	1920	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1920	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1920	7005951	Magen David	Mann
Dillingen-Diefflen	49.369234,6.753313	1920	1038818	Magen David	Mann
Dillingen-Diefflen	49.369234,6.753313	1920	1038818	Magen David	Mann
Duisburg	51.415992,6.784957	1920	7004923	Magen David	unbekannt
Erfurt	50.957207,11.038496	1920	7024031	Magen David	Mann
Erfurt	50.957207,11.038496	1920	7024031	Magen David	Mann
Gonnesweiler	49.565654,7.082233	1920	7185625	Vanitas-Symbol	Frau
Grevenbroich-Hülchrath	51.124124,6.666794	1920	1039328	Magen David	Frau
Haigerloch	48.36392,8.807413	1920	1039436	Vanitas-Symbol	Frau
Haigerloch	48.36392,8.807413	1920	1039436	Buch	Mann
Haigerloch	48.36392,8.807413	1920	1039436	Vanitas-Symbol	Frau
Heiligenhaus	51.346014,6.924709	1920	1039517	Magen David	Frau
Jüchen	51.099422,6.498654	1920	1039755	Magen David	beide
Korschenbroich	51.154744,6.503791	1920	1039924	Magen David	Frau
Korschenbroich	51.154744,6.503791	1920	1039924	Levitenkanne	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1920	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1920	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1920	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1920	7005980	Magen David	Frau
Mülheim an der Ruhr	51.429799,6.902738	1920	7004909	Magen David	Mann
Roermond	51.182238,6.00037	1920	7006856	Magen David	Mann
Saarbrücken	49.230945,6.974967	1920	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1920	7004454	Magen David	beide
Siegburg	50.801352,7.203499	1920	7005104	Magen David	unbekannt
Siegburg	50.801352,7.203499	1920	7005104	Magen David	unbekannt
Sondershausen	51.360182,10.869193	1920	1037748	Magen David	Mann
Ahaus	52.077701,7.004256	1921	7005987	Magen David	Frau
Bad Münstereifel	50.557018,6.767275	1921	7012589	Magen David	Mann
Bayreuth	49.934064,11.594224	1921	7004326	Magen David	Frau
Bornheim	50.75759,6.987414	1921	1038605	Priesterhände	unbekannt
Chemnitz	50.828331,12.889473	1921	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1921	7005951	Magen David	unbekannt
Chemnitz	50.828331,12.889473	1921	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1921	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1921	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1921	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1921	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1921	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1921	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1921	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1921	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1921	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1921	7005951	Magen David	beide
Dillingen-Diefflen	49.369234,6.753313	1921	1038818	Priesterhände	Mann
Erfurt	50.957207,11.038496	1921	7024031	Magen David	Mann
Haigerloch	48.36392,8.807413	1921	1039436	Vanitas-Symbol	Frau
Haigerloch	48.36392,8.807413	1921	1039436	Buch	Mann
Heiligenhaus	51.346014,6.924709	1921	1039517	Leuchter	beide
Illingen	49.377735,7.060282	1921	7164715	Magen David	beide
Jüchen-Garzweiler	51.107495,6.506789	1921	4004248	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1921	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1921	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1921	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1921	7005980	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1921	7005980	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1921	7005980	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1921	7005980	Magen David	beide
Laupheim	48.231932,9.884036	1921	1040058	Magen David	Frau
Laupheim	48.231932,9.884036	1921	1040058	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1921	7004975	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1921	7004975	Magen David	beide
Mönchengladbach-Wickrath	51.133434,6.419183	1921	1041803	Magen David	Frau
Mülheim an der Ruhr	51.429799,6.902738	1921	7004909	Magen David	unbekannt
Mülheim an der Ruhr	51.429799,6.902738	1921	7004909	Magen David	Frau
Neuss	51.194797,6.66818	1921	7004978	Magen David	Mann
Neuss	51.194797,6.66818	1921	7004978	Magen David	Mann
Oranienburg	52.750548,13.228051	1921	1037432	Magen David	Frau
Oranienburg	52.750548,13.228051	1921	1037432	Magen David	beide
Schermbeck	51.695296,6.868367	1921	1041089	Magen David	Mann
Sittard	50.995278,5.879167	1921	1048111	Magen David	Mann
Bingen	49.962935,7.89771	1922	7012309	Magen David	beide
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1922	7005951	Magen David	Frau
Dillingen-Diefflen	49.369234,6.753313	1922	1038818	Magen David	Mann
Dillingen-Diefflen	49.369234,6.753313	1922	1038818	Magen David	Frau
Dormagen-Zons	51.122179,6.83253	1922	7004977	Magen David	beide
Duisburg	51.415992,6.784957	1922	7004923	Magen David	Mann
Duisburg	51.415992,6.784957	1922	7004923	Magen David	Frau
Erfurt	50.957207,11.038496	1922	7024031	Magen David	Mann
Erfurt	50.957207,11.038496	1922	7024031	Magen David	Mann
Erfurt	50.957207,11.038496	1922	7024031	Magen David	Frau
Erfurt	50.957207,11.038496	1922	7024031	Magen David	Mann
Erfurt	50.957207,11.038496	1922	7024031	Magen David	beide
Haigerloch	48.36392,8.807413	1922	1039436	Vanitas-Symbol	Frau
Jüchen-Garzweiler	51.107495,6.506789	1922	4004248	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1922	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1922	7005980	Magen David	Mann
Krefeld-Linn	51.336007,6.632584	1922	1004984	Magen David	Frau
Mönchengladbach-Rheydt	51.168269,6.436269	1922	7004976	Magen David	beide
Mönchengladbach-Wickrath	51.133434,6.419183	1922	1041803	Magen David	beide
Mülheim an der Ruhr	51.429799,6.902738	1922	7004909	Magen David	Frau
Mülheim an der Ruhr	51.429799,6.902738	1922	7004909	Magen David	Frau
Neunkirchen	49.326803,7.170049	1922	1040470	Magen David	Mann
Neuss	51.194797,6.66818	1922	7004978	Magen David	Frau
Neuss	51.194797,6.66818	1922	7004978	Magen David	Mann
Saarbrücken	49.204385,6.960955	1922	7004454	Magen David	beide
Saarwellingen	49.352952,6.815472	1922	7103464	Magen David	beide
Schiefbahn	51.245282,6.55033	1922	1041092	Magen David	Frau
Bayreuth	49.934064,11.594224	1923	7004326	Magen David	Frau
Bayreuth	49.934064,11.594224	1923	7004326	Magen David	unbekannt
Bayreuth	49.934064,11.594224	1923	7004326	Magen David	Frau
Bayreuth	49.934064,11.594224	1923	7004326	Magen David	Frau
Bayreuth	49.934064,11.594224	1923	7004326	Magen David	Mann
Bayreuth	49.934064,11.594224	1923	7004326	Magen David	Frau
Bingen	49.962935,7.89771	1923	7012309	Magen David	beide
Bingen	49.962935,7.89771	1923	7012309	Magen David	beide
Bornheim	50.75759,6.987414	1923	1038605	Magen David	unbekannt
Chemnitz	50.828331,12.889473	1923	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1923	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1923	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1923	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1923	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1923	7005951	Priesterhände	Mann
Chemnitz	50.828331,12.889473	1923	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1923	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1923	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1923	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1923	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1923	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1923	7005951	Magen David	beide
Dinslaken	51.560917,6.723472	1923	1038827	Magen David	Frau
Dinslaken	51.560917,6.723472	1923	1038827	Magen David	Mann
Duisburg	51.417611,6.781406	1923	7004923	Magen David	beide
Duisburg-Beeck	51.47468,10.624	1923	1004071	Magen David	Mann
Erfurt	50.957207,11.038496	1923	7024031	Priesterhände	Mann
Erfurt	50.957207,11.038496	1923	7024031	Priesterhände	Mann
Grimlinghausen	51.173729,6.747196	1923	1004565	Magen David	Mann
Haigerloch	48.36392,8.807413	1923	1039436	Magen David	Frau
Haigerloch	48.36392,8.807413	1923	1039436	Magen David	Frau
Haigerloch	48.36392,8.807413	1923	1039436	Magen David	Mann
Haigerloch	48.36392,8.807413	1923	1039436	Buch	Mann
Heiligenhaus	51.346014,6.924709	1923	1039517	Magen David	Frau
Hellenthal-Blumenthal	50.489872,6.456034	1923	7213692	Vanitas-Symbol	Frau
Jüchen-Hochneukirch	51.100707,6.434983	1923	1039626	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1923	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1923	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1923	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1923	7005980	Magen David	unbekannt
Krefeld (neuer Friedhof)	51.317175,6.554954	1923	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1923	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1923	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1923	7005980	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1923	7005980	Vanitas-Symbol	beide
Krefeld-Hüls	51.378149,6.502892	1923	1039409	Magen David	Mann
Kusterdingen-Wankheim	48.508472,9.100833	1923	7087635	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1923	7004975	Magen David	beide
Mönchengladbach-Odenkirchen	51.134959,6.45498	1923	1005256	Magen David	beide
Mönchengladbach-Rheindahlen	51.151968,6.35897	1923	7004975	Magen David	Mann
Mönchengladbach-Rheindahlen	51.151968,6.35897	1923	7004975	Magen David	beide
Mönchengladbach-Rheydt	51.168269,6.436269	1923	7004976	Magen David	Frau
Mülheim an der Ruhr	51.429799,6.902738	1923	7004909	Leuchter	Mann
Saarbrücken	49.204385,6.960955	1923	7004454	Magen David	unbekannt
Saarbrücken	49.204385,6.960955	1923	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1923	7004454	Magen David	beide
Schiefbahn	51.245282,6.55033	1923	1041092	Magen David	Mann
Siegburg	50.801352,7.203499	1923	7005104	Magen David	unbekannt
Sondershausen	51.360182,10.869193	1923	1037748	Magen David	beide
Bayreuth	49.934064,11.594224	1924	7004326	Magen David	Frau
Bayreuth	49.934064,11.594224	1924	7004326	Magen David	Mann
Bayreuth	49.934064,11.594224	1924	7004326	Magen David	Frau
Bayreuth	49.934064,11.594224	1924	7004326	Magen David	Mann
Beelitz	52.236477,12.97412	1924	1036422	Magen David	Mann
Brühl	50.83361,6.907039	1924	7012417	Magen David	beide
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	unbekannt
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1924	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1924	7005951	Priesterhände	beide
Dinslaken	51.560917,6.723472	1924	1038827	Magen David	Mann
Dinslaken	51.560917,6.723472	1924	1038827	Magen David	Mann
Dinslaken	51.560917,6.723472	1924	1038827	Magen David	Frau
Duisburg	51.415992,6.784957	1924	7004923	Magen David	Mann
Duisburg	51.415992,6.784957	1924	7004923	Magen David	beide
Erfurt	50.957207,11.038496	1924	7024031	Magen David	beide
Geseke	51.645134,8.505151	1924	7012478	Magen David	Mann
Grevenbroich	51.090655,6.595415	1924	1039328	Waage	Mann
Grevenbroich-Hülchrath	51.124124,6.666794	1924	1039328	Magen David	Frau
Heiligenhaus	51.346014,6.924709	1924	1039517	Magen David	beide
Hellenthal-Blumenthal	50.489872,6.456034	1924	7213692	Magen David	Mann
Homburg	49.323688,7.348276	1924	7012377	Magen David	Mann
Illingen	49.377735,7.060282	1924	7164715	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1924	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1924	7005980	Priesterhände	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1924	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1924	7005980	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1924	7004975	Magen David	Mann
Mönchengladbach-Odenkirchen	51.134959,6.45498	1924	1005256	Magen David	Frau
Mönchengladbach-Odenkirchen	51.134959,6.45498	1924	1005256	Magen David	Mann
Mönchengladbach-Rheydt	51.168269,6.436269	1924	7004976	Magen David	Mann
Mülheim an der Ruhr	51.429799,6.902738	1924	7004909	Priesterhände	beide
Neunkirchen	49.326803,7.170049	1924	1040470	Magen David	Frau
Neuss	51.194797,6.66818	1924	7004978	Magen David	beide
Neuss	51.194797,6.66818	1924	7004978	Magen David	Mann
Oranienburg	52.750548,13.228051	1924	1037432	Magen David	beide
Saarbrücken	49.204385,6.960955	1924	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1924	7004454	Magen David	unbekannt
Saarbrücken	49.204385,6.960955	1924	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1924	7004454	Magen David	beide
Saarlouis	49.31859,6.756415	1924	7012686	Magen David	beide
Schnaittach	49.561735,11.336623	1924	1041127	Levitenkanne	Mann
Schnaittach	49.561735,11.336623	1924	1041127	Magen David	Mann
Sondershausen	51.360182,10.869193	1924	1037748	Magen David	Mann
Altena	51.304016,7.671876	1925	7006098	Magen David	beide
Bayreuth	49.934064,11.594224	1925	7004326	Magen David	Frau
Bayreuth	49.934064,11.594224	1925	7004326	Magen David	Frau
Bayreuth	49.934064,11.594224	1925	7004326	Magen David	Frau
Bayreuth	49.934064,11.594224	1925	7004326	Magen David	beide
Beelitz	52.236477,12.97412	1925	1036422	Magen David	Mann
Bingen	49.962935,7.89771	1925	7012309	Magen David	beide
Brühl	50.83361,6.907039	1925	7012417	Magen David	Mann
Chemnitz	50.828331,12.889473	1925	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1925	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1925	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1925	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1925	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1925	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1925	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1925	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1925	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1925	7005951	Magen David	Frau
